axs_name,section
Prince George Conference and Civic Centre,P
Prince George's Stadium,P
Prince Of Wales Theatre,P
Prince's Island Park,P
Princes Hall,P
Princess Pavilion,P
Princess Theatre,P
Princess Theatre - Alabama,P
Princeton Stadium,P
Princeton Theatre,P
Principal Park,P
Proceed Arena,P
Proceed Arena HIKONE,P
Procter and Gamble Hall at the Aronoff Center for the Arts,P
Proctor's Theatre,P
Progress Energy Center for the Performing Arts,P
Progress Energy Center Raleigh Memorial Auditorium,P
Progressive Auto Sales Arena,P
Project 70: Under the Bridge,P
Promenade Park,P
Propst Arena - Von Braun Center,P
Prospect Park Bandshell,P
Prospera Place,P
Protective Stadium,P
Proud Larry's,P
Providence Performing Arts Center,P
Provident Credit Union Event Center,P
Provincetown Town Hall,P
Provost Umphrey Stadium,P
Prudential Hall,P
Pryor Creek Music Festivals,P
PRYSM Chicago,P
Public Arts,P
Public Works,P
Publix Field at Joker Marchant Stadium,P
Pueblo Convention Center,P
Pueblo Memorial Hall,P
Puerto Rico Convention Center,P
Pullman Yards,P
Punch Line Houston,P
Punch Line Philly,P
Punch Line Sacramento,P
Punch Line San Francisco,P
Punchestown Racecourse,P
Punchline Comedy Lounge,P
Purcell Pavilion at the Joyce Center,P
Purcell Room,P
Pure Mixed Martial Arts,P
Pure Nightclub,P
PURE Nightclub at Caesars Palace,P
Purgatory at The Masquerade,P
Purple Fiddle,P
Put-In-Bay Airport,P
Puyallup Fairgrounds at Washington State Fair,P
Puzzles Deep Ellum,P
Pyramid & Parr Hall,P
Q Casino,Q
Q Nightclub,Q
QEII Arena,Q
Quad Cities Waterfront Convention Center,Q
Quail Hollow Country Club,Q
Quarry Amphitheater,Q
Quarry Park Amphitheatre,Q
QUARTERBACK Immobilien ARENA,Q
Quarters,Q
Quartyard,Q
Quechan Casino,Q
Queen Elizabeth Hall,Q
Queen Elizabeth Theatre,Q
Queen Margaret Union,Q
Queen Mary Events Park,Q
Queen Mary Ship & Park,Q
Queen's Theatre,Q
Queensland Country Bank Stadium,Q
Quicken Loans Arena,Q
Qwest Center,Q
Rabbit Rabbit,R
Rabobank Arena,R
Rabobank Arena Theater & Convention Center,R
Rabobank Theater,R
RAC Arena,R
Raccoon Motel,R
Raceway Park,R
Racine Theatre Guild,R
Racket,R
RAD Torque Raceway,R
Radians Amphitheater,R
RADIO/EAST,R
Radius,R
Raimondi Park,R
Rainbow Ballroom,R
Raising Cane's River Center Arena,R
Raising Cane's River Center Theatre,R
Raleigh Improv,R
Raleigh Memorial Auditorium,R
Ralph Engelstad Arena,R
Ralph Engelstad Arena Thief River Falls,R
Ramona Mainstage,R
Ramova Theatre,R
Rams Head Live!,R
Rams Head On Stage,R
Ramsey Center,R
Rat & Pigeon,R
Rath Eastlink Community Centre,R
Ravinia,R
Rawhide Event Center,R
Rawkus,R
RAWLAW by VOREAS,R
Ray Charles Performing Arts Center,R
Ray E. Didier Field at Ben Meyer Diamond,R
Raymond C Hand Baseball Park,R
Razorback Field,R
RBC Amphitheater,R
RBC Center,R
RBC Deep Ellum,R
Reading Eagle Theater at the Santander Arena,R
Reardon Auditorium,R
Reaves Arena,R
Rebecca Cohn Auditorium,R
Rebel,R
Rebellion Manchester,R
Rebich Investments Amphitheater,R
Rec Room,R
Recess,R
Reckling Park,R
Recreation Hall - Penn State,R
Red & Charline McCombs Field,R
Red Bird Mall,R
Red Butte Garden,R
Red Deer Memorial Centre,R
Red Flag,R
Red Hill Auditorium,R
Red Light Cafe,R
Red Lodge Songwriter Festival Grounds,R
Red River Station BBQ,R
Red River Valley Fair,R
Red Rock Resort,R
Red Rocks - Parking Lot,R
Redding Civic Auditorium,R
Redford Theatre,R
Redgrave Theatre,R
Redhawk Center,R
Redondo Beach Performing Arts Center,R
Reed Arena,R
Reed Green Coliseum,R
Reed Gym,R
ReelWorks Denver,R
Reese Court,R
Reese Smith Jr Field,R
Reese Stadium,R
Reframe Studios Outdoors,R
Regal Auburn Stadium 17,R
Regal Ballston Common Stadium 12,R
Regal Bel Air Cinema Stadium 14,R
Regal Bella Bottega Stadium 11,R
Regal Brooklyn Center Stadium 20,R
Regal Brunswick 10,R
Regal Carousel Mall Stadium 17,R
Regal Cielo Vista Stadium 18 & RPX,R
"Regal Cinemas Augusta Exchange 20 & IMAX, Augusta, Georgia, United States",R
Regal Cinemas Brunswick 10,R
Regal Cinemas L.A. LIVE,R
Regal Citrus Park Stadium 20,R
Regal Colonnade Stadium 14,R
Regal Commerce Center 18,R
Regal Crocker Park Stadium 16 & IMAX,R
Regal Crossgates Stadium 18,R
Regal Crossroads Mall 16,R
Regal Crystal Lake Showplace 16,R
Regal Eagan Stadium 16,R
Regal Eastview Mall 13,R
Regal Fairfax Town Center,R
Regal Fairfield Commons Stadium 20,R
Regal Gainesville Cinema Stadium 14,R
Regal Georgesville Square Stadium 16,R
Regal Hacienda Crossings 20 & IMAX,R
Regal Hamburg Pavilion Stadium 16,R
Regal Hamilton Place 8,R
Regal Harrisburg Stadium 14,R
Regal Hollywood 24 @ North I-85,R
Regal Hollywood Stadium 18,R
Regal Hollywood Stadium 18 - Huntsville,R
Regal Hollywood Stadium 20 & RPX - Greenville,R
Regal Hollywood Stadium 20 - Greenville,R
Regal Kansas City Stadium 18,R
Regal Lincolnshire 20 & IMAX,R
Regal Lincolnshire Stadium 21 & Imax,R
Regal MacArthur Center Stadium 18,R
Regal Metropolitan Stadium 14,R
Regal Natomas Marketplace 16,R
Regal Natomas Marketplace Stadium 16,R
Regal New Roc Stadium 18 & IMAX,R
Regal North Hills Stadium 14,R
Regal Northtown Mall Stadium 12,R
Regal Opry Mills Stadium 20 & IMAX,R
Regal Perimeter Pointe Stadium 10,R
Regal Royal Palm Beach Stadium 18 & RPX,R
Regal Severance Town Center Stadium 14,R
Regal Solomon Pond Stadium 15,R
Regal South Beach Stadium 18,R
Regal St. Louis Mills Stadium 18 & IMAX,R
Regal Stonecrest At Piper Glen Stadium 22 & IMAX,R
Regal Transit Center Stadium 18 & IMAX,R
Regal Trussville Stadium 16,R
Regal Union Square Stadium 14,R
Regal Village Square Stadium 18,R
Regal Virginia Center Stadium 20,R
Regal Warrington Crossing Stadium 22 & IMAX,R
Regal Waterford Lakes Stadium 20 & IMAX,R
Regal West Town Mall Stadium 9,R
Regal Westlake Promenade Cinema 11,R
Regal White Stadium 14,R
Regattabar,R
Regency Furniture Stadium,R
Regent Theatre,R
Regents Hall,R
Reggies Chicago,R
Regions Field,R
Regis Field House,R
Reilly Arts Center,R
Reilly Center,R
Reitz Arena,R
Reliant Park,R
Reliant Stadium,R
Remlinger Farms,R
Renaissance Theatre,R
Rendezvous Event Center,R
Rendezvous Jewelbox Theater,R
Reno Events Center,R
Reno Public Market,R
Reno-Sparks Convention Center,R
Reno-Sparks Livestock Events Center,R
Rentschler Field,R
Rentschler Field at Pratt & Whitney Stadium,R
Renée and Henry Segerstrom Concert Hall,R
Republic Bank Performing Arts Center,R
Republic NOLA,R
Resch Center,R
Reser Stadium,R
Resident,R
Resonant Head,R
Resorts Casino Hotel Atlantic City,R
Resorts World Event Center,R
Resorts World Theatre,R
Respectable Street,R
Retama Park,R
Retro Junkie,R
Reunion Arena,R
Revel - Ovation Hall,R
Revelry Food+Music Hub,R
Revenge,R
Reverb,R
Reverb Lounge,R
Revolution,R
Revolution Concert House & Event Center,R
Revolution Hall,R
Revolution Live,R
Revolution Place,R
Revolver Brewhouse,R
Rexall Place,R
Reynolds Hall at The Smith Center,R
Rhoads Stadium,R
Rhodes Stadium,R
Rhythm City Casino Resort,R
Rhythm Room Phoenix,R
Rialto Bozeman,R
Rialto Square Theatre,R
Rialto Theater Center,R
Rialto Theater Tacoma,R
Rialto Theatre Tucson,R
Ricardo Montalbán Theatre,R
Rice Stadium,R
Rice-Totten Field,R
Rich's,R
Rich's Houston,R
Richard Rodgers Theatre New York,R
Richardson Auditorium in Alexander Hall,R
Richmond Coliseum,R
Richmond Memorial Auditorium,R
Richmond Music Hall at Capital Ale House,R
Richmond Raceway,R
Richmond Theatre,R
Rick Bronson's - House of Comedy AZ,R
Rick Bronson's - House of Comedy BC,R
Rick Bronson's - House of Comedy MN,R
Rick Bronson's - The Comic Strip,R
Rick's Cafe,R
Rickshaw Theatre,R
Ridder Arena,R
Riddle-Pace Field,R
Ridgefield Outdoor Recreation Complex,R
Ridglea Theater,R
Riglea Theater,R
Rillito Racetrack-Chute,R
Rimac Arena UCSD,R
RingCentral Coliseum,R
Ringside Café,R
Rinker Playhouse,R
RiNo Music Festival,R
Rio Grande Credit Union Field at Isotopes Park,R
Rio Grande Park,R
Rio Hotel & Casino,R
Rio Rancho Events Center,R
Rio Theatre,R
Rio Tinto Kennecott Stage At America First Square,R
Rio Vista Lot at The Historic Sears Building,R
Riot Room,R
Ripken Stadium,R
Rita Hillenbrand Memorial Stadium,R
Ritacco Center,R
Ritz Theater and Performing Arts Center,R
Ritz Theatre - FL,R
Ritz Theatre - NJ,R
Ritz-Carlton Golf Club Orlando,R
River Center Des Moines,R
River City Casino,R
River Cree Casino,R
River Oaks Country Club,R
River Rock Casino,R
River's Edge Park in Council Bluffs,R
Riverbend Centre,R
RiverCenter,R
RiverCenter - Adler Theatre,R
Riverdome at Horseshoe Bossier City,R
Riverfest Amphitheater,R
Riverfront Live,R
Riverfront Park,R
Riverfront Park Harrisburg,R
Riverfront Park North Charleston,R
Riverfront Spokane,R
Riverfront Stadium Tampa,R
RiverPark Center,R
Rivers Casino & Resort Schenectady,R
Rivers Casino Des Plaines,R
Rivers Casino Event Center,R
Rivers Casino Philadelphia,R
Rivers Casino Portsmouth,R
Rivers Run Event Center,R
Riverside,R
Riverside Arena,R
Riverside Auditorium,R
Riverside Ballroom,R
Riverside Casino Event Center,R
Riverside Church,R
Riverside County Fairgrounds,R
Riverside Leisure Centre,R
Riverside Municipal Auditorium,R
Riverside Place,R
Riverside Revival Nashville,R
Riverside Studios,R
Riverside Theatre,R
Riverside Theatre Perth,R
Riverstage,R
Riverview Park Amphitheater,R
Riverview Plaza,R
Riverwind Casino,R
Rivets Stadium,R
Riviera Country Club-CA,R
Riviera Theatre,R
Riviera Theatre North Tonawanda,R
RNCM Concert Hall,R
RNCM Theatre,R
Roadhouse at The Mill,R
Roadmender,R
Roadrunner,R
Roanoke Civic Center,R
Roanoke Island Festival Park,R
Robert & Judi Newman Center For Theatre Education,R
Robert & Mariam Hayes Stadium,R
Robert K Craft Field at Lawrence A. Wien Stadium,R
Robert's Westside,R
Roberts Centre,R
Roberts Orpheum Theatre,R
Roberts Stadium,R
Robin Hill Country Park,R
Robins Center,R
Robins Stadium,R
Robins Theatre,R
Robinson Center,R
Robinson Grand Performing Arts Center,R
Roccapulco,R
Rochester Castle,R
Rochester Institute of Technology - Gordon Fieldhouse,R
Rock & Brews,R
Rock 'N' Fish,R
Rock City,R
Rock en Seine,R
Rock Fest Festival Grounds,R
Rock the Locks Music Festival Grounds,R
Rock The South Grounds,R
Rockbox Theater,R
Rockefellers,R
Rocketown,R
Rockin Red Dirt Ranch,R
Rockingham Speedway,R
Rocklahoma,R
Rockwell at The Complex,R
Rocky & Berenice Miller Park,R
Rocky Johnson Field,R
Rococo Theatre,R
Rod Laver Arena,R
Rodeo Austin,R
RODEOHOUSTON - NRG Stadium,R
Roger Dean Chevrolet Stadium,R
Rogers Field at Nat Bailey Stadium,R
Rogers Forum,R
Rogers Rink,R
Rogers Stadium - Toronto,R
Rolle Activity Center,R
Rolling Hills Casino,R
Rooftop at Georgia Theatre,R
Rooftop at The Eastern,R
Rooftop at the Fonda,R
Room 808,R
Roos Field,R
Rosa Hart Theatre,R
Rosa Mexicano,R
Rose Bowl Stadium,R
Rose Bowl Tavern,R
Rose City Comedy,R
Rose Garden Commons,R
Rose Garden Theater Of The Clouds,R
Rose Hill Gymnasium,R
Rose Music Center at The Heights,R
Rose Music Hall,R
Rose Quarter,R
Rose State Performing Arts,R
Rose Theater at Lincoln Center,R
Rose Wagner Performing Arts Center - Jeanne Wagner Theatre,R
Roski Dining,R
Roskilde Festival,R
Ross E. Templeton Physical Education Center,R
Ross Hennigar Park,R
Rostraver Ice Garden,R
Rough Trade Bristol,R
Rough Trade Nottingham,R
Rough Trade NYC,R
Roulette Intermedium,R
Round Rock Amp,R
Roundhay Park,R
Roundhouse,R
Route 29 Pavilion,R
Route 66 Casino,R
Route 66 Stadium,R
Rovers Ground,R
Rowdys Dance Hall - Spring,R
Rowdys Dance Hall - Webster,R
Roxian Theatre,R
Roy L. Patrick Memorial Gymnasium,R
Roy Stewart Stadium,R
Roy Wilkins Auditorium,R
Roy Wilkins Park,R
Royal & Derngate,R
Royal Albert Hall,R
Royal Alexandra Theatre,R
Royal Athletic Park,R
"Royal Botanic Gardens, Kew",R
Royal Canadian Legion Branch 1,R
Royal Centre,R
Royal Festival Hall,R
Royal Hospital Chelsea,R
Royal LePage Place Arena,R
Royal Oak Music Theatre,R
Royal Palm Beach 18,R
Royal Theatre,R
Royale,R
RP Funding Center,R
RPI Fieldhouse,R
Rubber Gloves Rehearsal Studio,R
Ruby Amphitheater,R
Rudder Auditorium,R
Ruidoso Downs Race Track,R
Ruins,R
Ruins at Knockdown Center,R
Rum Runners,R
Rumba Cafe,R
Rumsey Playfield at Central Park,R
Rumsey Playfield in Central Park,R
Ruoff Music Center,R
Rupp Arena,R
Rushmore Plaza Civic Center,R
Russell Industrial Center,R
RWJBarnabas Health Arena,R
Ryan Center,R
Ryan Field,R
Ryder Center,R
Rynearson Stadium,R
RYSE Nightclub,R
S.B. Ballard Stadium,S
Saban Theatre,S
Sacramento Community Center Theater,S
Sacramento Convention Center,S
Sacramento Convention Center Memorial Auditorium,S
Sacramento Memorial Auditorium,S
Sacramento State Planetarium,S
"Sacramento, CA",S
Sadler's Wells Theatre,S
Sadlon Arena,S
Saenger Theater,S
Saenger Theatre-LA,S
SAGAアリーナ,S
Sage Theatre,S
Sahlen Field,S
Saiden Chemical Arena Saitama,S
Sailor Circus Arena,S
Saint Louis Music Park,S
Saint Rocke,S
Saint Thomas Ice Arena,S
Sakai City Kanaoka Park Gymnasium,S
Sakata City Kokutai Memorial Gymnasium,S
Salem Armory Auditorium,S
Salem Civic Center,S
Salina Bicentennial Center,S
Salina Community Theatre - Kephart Theatre,S
Salinas Sports Complex,S
Salisbury Cathedral,S
Salle Montaigne,S
Salle Pleyel,S
Salle Wilfrid-Pelletier,S
Salmon Lake Park,S
Salonpas Arena,S
Salt Palace Convention Center,S
Salt River Fields at Talking Stick,S
Salt River Grand Ballroom at Talking Stick Resort,S
Salt Shed Outdoors (Fairgrounds),S
Saltdean Lido,S
Saluki Stadium,S
Sam Houston Race Park,S
Sam's Burger Joint,S
Sam's Town Live,S
San Antonio Shrine Auditorium,S
San Benito Fairgrounds,S
San Carlos Institute,S
San Diego Civic Theatre,S
San Diego Convention Center,S
San Diego Country Club,S
San Diego Sports Arena (formerly ipayOne Center),S
"San Diego, CA",S
San Francisco Bay Area,S
San Gabriel Park,S
San Jose Center For The Performing Arts,S
San Jose Civic,S
San Jose Convention Center,S
San Jose Improv,S
San Jose State University - Spartan Stadium,S
"San Jose, CA",S
San Manuel Stadium,S
Sanctuary Detroit,S
Sanctuary Events Center,S
Sand Mountain Park and Amphitheater,S
Sanders Theatre,S
Sandia Casino Amphitheater,S
Sandia Resort and Casino,S
Sandler Center for the Performing Arts,S
Sandman Centre,S
Sandown Park Racecourse,S
Sandringham Estate,S
Sandy Amphitheater,S
Sanford Coyote Sports Center,S
Sanford Health Athletic Complex,S
Sanford Pentagon,S
Sanford Stadium,S
Sangamon Auditorium,S
Santa Ana Stadium,S
Santa Ana Star Casino - Quezadas Comedy Club,S
Santa Anita Park,S
"Santa Barbara, CA",S
Santa Clara County Fairgrounds,S
"Santa Clarita, CA",S
Santa Cruz Civic Auditorium,S
Santa Cruz County Veterans Memorial Building,S
Santa Fe Brewing Company,S
Santa Monica Civic Auditorium,S
Santa Monica Pier,S
"Santa Rosa, CA",S
Santander Performing Arts Center,S
Santos Bar,S
Santos Party House,S
Sanyo Fureai Gymnasium,S
SAP Arena,S
Saputo Stadium,S
Saracen Casino Resort,S
Saranac Brewery,S
Sarasota Fairgrounds,S
Sarofim Hall at The Hobby Center for the Performing Arts,S
Saroyan Theatre,S
Satellite Music Hall,S
Sauble Speedway,S
Saunders County Fairgrounds,S
Savage Arena,S
Savannah Center at the Villages,S
Savannah Civic Center,S
Savannah Civic Center - Johnny Mercer Theatre,S
Savannah Convention Center,S
Save-On-Foods Memorial Centre,S
Saville Community Sports Centre,S
Savoy Theatre,S
Saxe Theater at Planet Hollywood Resort and Casino,S
Saxon Pub,S
Saxon Stadium,S
SBC Center,S
Scala,S
Scaniarinken,S
Scarborough Spa,S
Scenkonst Sörmland,S
Schar Center,S
Scheels Arena,S
Schermerhorn Symphony Center,S
Scheumann Stadium,S
Schmidt Family Centre for the Arts at Mizner Park,S
Schneider Arena,S
Schoellkopf Field,S
Schoenecker Arena,S
Schoepf's BBQ,S
Schollmaier Arena,S
Schottenstein Center,S
Schrott Center for the Arts,S
Schubas,S
Schuster Performing Arts Center,S
Schön & Frölich,S
Scope Arena,S
Scotiabank Centre,S
Scottish Exhibition and Conference Centre (SECC),S
Scottish Rite Auditorium,S
Scottrade Center,S
Scottsdale Center For The Performing Arts,S
Scottsdale Pavillions 11,S
Scottsdale Stadium,S
Scout and Gather,S
Scout Bar,S
Scranton Circle Drive In Theater,S
Scranton Cultural Center,S
Screaming Eagles Arena,S
Scullers Jazz Club,S
Sculpture Park,S
Sculpture Park at Denver Performing Arts Complex,S
SDSU Softball Stadium,S
Seabreeze Amphitheater,S
Seacoast Repertory Theatre,S
SeaGate Convention Center,S
Sears Centre Arena,S
Seaside Heights Beach,S
Seaside Lagoon at Redondo Beach,S
Seaside Park - CT,S
Seattle Center,S
Seattle Repertory Theatre,S
Sebastiani Theatre,S
Sebright Arms,S
SEC Armadillo,S
Second City Chicago - Donnys Skybox Theatre,S
Second City Chicago - Mainstage,S
SECU Arena,S
SECU Stadium,S
Security Square Mall,S
Segerstrom Center for the Arts,S
Segra Field,S
Segra Park,S
Segra Stadium,S
Selland Arena,S
Sellersville Theater,S
Seminole Casino Brighton,S
Seminole Casino Hotel,S
Seminole Coconut Creek Casino,S
Senator Theatre,S
Seneca Allegany Events Center at Seneca Allegany Casino,S
SentryWorld Golf Course,S
SERUM @ PRYSM,S
Servant Jazz Quarters,S
Setzler Field,S
Seven Feathers Hotel & Casino Resort,S
Seven Flags Event Center,S
Severance Town Center 14,S
SF Jazz Center - Miner Auditorium,S
SF Masonic Auditorium,S
Shadow Creek Golf Course,S
Shadow Hill Ranch,S
Shadow Ridge Country Club,S
Shady Gators,S
Shaftesbury Theatre,S
Shalin Liu Performance Center,S
Shank Hall,S
Shark Bar,S
Shark Bar and Kitchen,S
Shark Bar Orlando,S
Sharkey's Bar and Grill,S
Sharp Gymnasium,S
Shaw Festival Theatre,S
Shea Center for Performing Arts,S
Shea Stadium,S
Shea Theater Arts Center,S
Shea's 710 Theatre,S
Sheffield City Hall,S
Shelburne Museum,S
Sheldon Concert Hall,S
Shelton Auditorium at Butler Arts Center,S
Shelton Gym,S
Shenandoah Downs - County Fair Association,S
Shenandoah Valley Music Festival,S
Shepherd Stadium,S
Sheraton Parsippany Hotel,S
Sherman Field at Kearly Stadium,S
Sherman St. Event Center,S
Sherman Theater,S
Sherri Parker Lee Stadium,S
Sherwood Forest Faire,S
SHI Stadium,S
Shibuya DogHouse Stage,S
Shiga Daihatsu Arena,S
Shimberg Playhouse at the David A. Straz Center for the Performing Arts,S
Shinnecock Hills Golf Club,S
Shiojiri City General Gymnasium,S
Shippensburg Fairgrounds,S
Shirley Clarke Franklin Park,S
Shirley Clements Mewborn Field,S
Shiwa Town General Gymnasium,S
Shoals Community Theatre,S
Shooting Star Casino,S
Shorefront Park,S
Shoreline Amphitheatre - CA,S
Shoreline Sightseeing,S
ShoreTown Ballpark,S
Shoshone-Bannock Hotel Casino,S
Show Me Center,S
Show Place Arena,S
Show Sports Farm,S
